Model,Dataset,EvaluationSplit,AUC,BrierScore,ECE,Accuracy,Precision,Recall,Specificity,F1,NPV,Threshold
Production XGBoost,100k,production_calibration_split,0.9792714239794278,0.022193855843641513,0.001314604059973495,0.9729,0.9849246231155779,0.691764705882353,0.9990163934426229,0.8127159640635798,0.9721365521642029,0.5
